% Model,A0_C1_A0_C1_B0_C1_B0_C1_st235_new.mph
% Version,COMSOL 6.4.0.343
% Date,"Aug 7 2026, 11:17"
% Table,Table 4 - Global Evaluation 4
% eta_P,lamda (nm),theta (deg),freq (THz),"Reflectance, order 0 (1)"
1,429.99999999999994,0,697.1917627906976,0.7920689071589979
1,429.99999999999994,10,697.1917627906976,0.6250938261479249
1,429.99999999999994,20,697.1917627906976,0.390879144514405
1,429.99999999999994,29.999999999999996,697.1917627906976,0.03271868109041695
1,429.99999999999994,40,697.1917627906976,0.17061398210193582
1,429.99999999999994,50,697.1917627906976,0.32221264799204397
1,429.99999999999994,59.99999999999999,697.1917627906976,0.4303353308645107
1,429.99999999999994,70,697.1917627906976,0.5981662990458314
1,429.99999999999994,80,697.1917627906976,0.7064863261556789
1,439.99999999999994,0,681.3464954545453,0.7923831014315522
1,439.99999999999994,10,681.3464954545453,0.6431097539692356
1,439.99999999999994,20,681.3464954545453,0.14760359728718636
1,439.99999999999994,29.999999999999996,681.3464954545453,0.1518827957474702
1,439.99999999999994,40,681.3464954545453,0.17950178947429624
1,439.99999999999994,50,681.3464954545453,0.30323193996406084
1,439.99999999999994,59.99999999999999,681.3464954545453,0.3638056305273666
1,439.99999999999994,70,681.3464954545453,0.5674871038117656
1,439.99999999999994,80,681.3464954545453,0.6845688839826833
1,450,0,666.2054622222221,0.8134232300259143
1,450,10,666.2054622222221,0.6511073326548396
1,450,20,666.2054622222221,0.19065091384527796
1,450,29.999999999999996,666.2054622222221,0.23089139208041418
1,450,40,666.2054622222221,0.29461139171418865
1,450,50,666.2054622222221,0.26081403894696464
1,450,59.99999999999999,666.2054622222221,0.34614393564903423
1,450,70,666.2054622222221,0.47601659454337764
1,450,80,666.2054622222221,0.5769011052512258
1,460,0,651.7227347826087,0.8674545769682553
1,460,10,651.7227347826087,0.6730023668847225
1,460,20,651.7227347826087,0.4003028832740507
1,460,29.999999999999996,651.7227347826087,0.3000039125813739
1,460,40,651.7227347826087,0.4154117531862995
1,460,50,651.7227347826087,0.3019041019578952
1,460,59.99999999999999,651.7227347826087,0.40327211467598545
1,460,70,651.7227347826087,0.3031830341948318
1,460,80,651.7227347826087,0.4206165908045808
1,470,0,637.8562936170213,0.875251249042557
1,470,10,637.8562936170213,0.6896709818629624
1,470,20,637.8562936170213,0.5277806037519879
1,470,29.999999999999996,637.8562936170213,0.4098730015765038
1,470,40,637.8562936170213,0.3416023922796128
1,470,50,637.8562936170213,0.33325474822944734
1,470,59.99999999999999,637.8562936170213,0.2989504790124636
1,470,70,637.8562936170213,0.2940871770602934
1,470,80,637.8562936170213,0.48380558669168483
1,480,0,624.5676208333332,0.83779432852446
1,480,10,624.5676208333332,0.657228278636953
1,480,20,624.5676208333332,0.5297329997306333
1,480,29.999999999999996,624.5676208333332,0.5269312029661477
1,480,40,624.5676208333332,0.29113931017100214
1,480,50,624.5676208333332,0.26616508878200806
1,480,59.99999999999999,624.5676208333332,0.162285049501941
1,480,70,624.5676208333332,0.14540426915821347
1,480,80,624.5676208333332,0.4288832049015827
1,490,0,611.8213428571428,0.726900663549753
1,490,10,611.8213428571428,0.6235828409165491
1,490,20,611.8213428571428,0.49379931723711745
1,490,29.999999999999996,611.8213428571428,0.5720654780315512
1,490,40,611.8213428571428,0.3702792650623795
1,490,50,611.8213428571428,0.20681787173233349
1,490,59.99999999999999,611.8213428571428,0.08611002271997198
1,490,70,611.8213428571428,0.14798324745331912
